ID	Site	Layer	Site type	Longitude	Latitude	Country	Commune	Region	Date	Max Age	Min Age	Dating method	Lab Code	Climatic phase	MIS 	Stage	Reported climate	Excavated/ researched surface sq. M.	Other date	Comment	Reference	Industry	Typology	Production systems	Main typotechnology	Qnt of lithics	Overall Group Mobility	Mean Effort Per Raw Material	MaxDist	Sources	NTAXA	N_Ungulates	N_Carnivores	N_Microfauna	NISP_Ungulate	NISP_Carnivore	NISP_Microfauna	Felis silvestris	Felis (catus) minuta	Lynx pardinus (spelaea)	Lynx lynx	Panthera (leo) spelaea	Panthera pardus	Crocuta crocuta (spelaea)	Ursus deningeri	Ursus arctos	Ursus spelaeus	Ursus thibetanus	Martes martes	Meles meles	Mustela nivalis	Mustela putorius	Mustela palerminea	Mustela erminea	Lutra lutra	Gulo gulo	Canis lupus subsp.	Cuon alpinus (priscus)	Vulpes vulpes	Alopex lagopus	Sus scrofa	Alces alces	Cervus elaphus	Cervus simplicidens	Dama dama clactoniana	Dama dama	Megaloceros giganteus	Capreolus capreolus	Rangifer tarandus	Saiga tatarica	Rupicapra rupicapra	Rupicapra pyrenaica	Capra ibex	Capra pyrenaica	Capra caucasica	Hemitragus bonali	Hemitragus cedrensis	Ovibos moschatus	Bison priscus	Bos primigenius	Hippopotamus amphibius	Mammuthus primigenius	Palaeoloxodon / elephas antiquus	Dicerorhinus/ Stephanorhinus hemitoechus	Dicerorhinus / Stephanorhinus kirchenbergensis	Coelodonta antiquitatis	Equus caballus subsp	Equus hemionus	Equus hydruntinus	Ochotona pusilla	Oryctolagus cuniculus subsp.	Lepus timidus	Lepus europaeus	Erinaceus europaeus	Talpa europaea	Talpa romana	Sorex araneus	Sorex runtonensis	Sorex minutus	Neomys fodiens	Sicista subtilis	Allactaga major	Sciurus vulgaris	Marmota marmota	Spermophilus citellus	Spermophilus superciliosus	Glis glis	Eliomys quercinus	Muscardinus avellanarius	Pliomys episcopalis	Clethrionomys glareolus	Microtus oeconomus/malei	Microtus arvalis	Microtus agrestis	Microtus subterraneus	Microtus duodecimcostatus	Microtus multiplex	Microtus gerbei	Microtus gregalis	Microtus brecciensis	Arvicola terrestris	Arvicola sapidus	Lemmus lemmus	Dicrostonyx torquatus/gulielmi	Chionomys nivalis	Lagurus lagurus	Allocricetus bursae	Cricetus cricetus	Cricetulus migratorius	Myodes rutilus	Pliomys lenki	Apodemus sylvaticus	Micromys minutus	Castor fiber
118.1	Camiac		Abri	-0.266667	44.799999	France	Camiac et Saint Denis	Entre-Deux-Mers	35.1	37.1	33.6			Les Cottés interstadial	3a	Late Weichselian					"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Fauna: Discamps, E., 2011. La place du Rhinocéros dans le régime alimentaire des hyènes à Camiac (Gironde, France) et ses implications pour la compétition avec les derniers néandertaliens. In: Brugal, J.-P., Gardeisen, A., and Zucker, A., eds. Prédateurs dans tous leurs états. Évolution, biodiversité, interactions, mythes, symboles. XXXIe rencontres internationales d'archéologie et d'histoire d'Antibes. Antibes: Éditions APDCA, 35-50."	Mousterian tardif / Châtelperronian	Châtelperronian	Laminar	Transitional	120	7.185387016	7.185387016	10	1	11	8	3	0	678	91	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119.1	Enez-Aman-ar-Ross		Open air	-4.43705	48.65743	France	Kerlouan	Bretagne						Beginning of Würm recent	3c	Late Weichselian					"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège."	Châtelperronian	Châtelperronian	Laminar	Transitional	1715	10.47759779	10.47759779	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120.1	Brno-Bohunice	c.4	Open air	16.57763	49.16722	Czech Republic		Moravia						"Final Pleniglacial, beginning of Interpleniglacial"	04-Mar	Late Weichselian				"Radiometric dates: 40,173 +/- 1200; 41,400 +1400/-1200; 42,900 +1700/-1400"	"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège."	Bohunician	Bohunician	Bohunician	Transitional	12202	29.79980691	3.724975863	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120.2	Brno-Bohunice	Lower Paleosol	Open air	16.57763	49.16722	Czech Republic		Moravia						"Final Pleniglacial, beginning of Interpleniglacial"	04-Mar	Late Weichselian		60		"This assemblage relates to c.4, but this assemblage is better recorded and dated."	"Skrdla, P., and Tostevin, G., 2005. Brno-Bohunice, analýza materiálu z výzkumu v roce 2002. Prehled výzkumu, 46, 35-61."	Bohunician	Bohunician	Bohunician	Transitional	1608	18.59344322	9.296721612	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121.1	Stránská Skála	"IIIa, c4"	Open air	16.6333	49.2	Czech Republic		Moravia	41.3	44.4	39.1	Radiocarbon	GrN-12606	"Hengelo or ""Bohunice interstadial"""	3a	Late Weichselian			"30,980 +/-360: GrN-12605"	"Use-wear analysis has been conducted, however the study does not show the results per layer, and thus it is useless.; Fauna not analysed for this layer, however, Musil suggests (in Svoboda and Bar-Yosef, eds) that Bohunician artefacts are in a warm, open context based on fauna and flora."	"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Prichystal, A., Skrdla, P., and Svoboda, J.A., 2003. Lithic Raw Materials Used by Humans at Stránská skála. In: Svoboda, J.A., and Bar-Yosef, O., eds. Stránská skála. Origins of the Upper Palaeolithic in the Brno Basin, Moravia, Czech Republic. American School of Prehistoric Research Bulletin 47. Dolní Vestonice Studies, Volume 10. Cambridge, Massachusetts: Peabody Museum of Archaeology and Ethnology, Harvard University, 59-64."	Bohunician	Bohunician	Bohunician	Transitional	3534	22.20287022	3.70047837	100	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121.2	Stránská Skála	"III-2, c.5"	Open air	16.6333	49.2	Czech Republic		Moravia	38.5	39.9	37.29	Radiocarbon	GrN-12298	"Hengelo or ""Bohunice interstadial"""	3a	Late Weichselian			"38,2 +/- 1100: GrN-12297"	"Use-wear analysis has been conducted, however the study does not show the results per layer, and thus it is useless.; Fauna not analysed for this layer, however, Musil suggests (in Svoboda and Bar-Yosef, eds) that Bohunician artefacts are in a warm, open context based on fauna and flora."	"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Prichystal, A., Skrdla, P., and Svoboda, J.A., 2003. Lithic Raw Materials Used by Humans at Stránská skála. In: Svoboda, J.A., and Bar-Yosef, O., eds. Stránská skála. Origins of the Upper Palaeolithic in the Brno Basin, Moravia, Czech Republic. American School of Prehistoric Research Bulletin 47. Dolní Vestonice Studies, Volume 10. Cambridge, Massachusetts: Peabody Museum of Archaeology and Ethnology, Harvard University, 59-64."	Bohunician	Bohunician	Bohunician	Transitional	4876	30.85600598	6.171201197	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121.3	Stránská Skála	"IIa, layer 5"	Open air	16.6333	49.2	Czech Republic		Moravia						"Hengelo or ""Bohunice interstadial"""	3a	Late Weichselian				"Use-wear analysis has been conducted, however the study does not show the results per layer, and thus it is useless.; Fauna not analysed for this layer, however, Musil suggests (in Svoboda and Bar-Yosef, eds) that Bohunician artefacts are in a warm, open context based on fauna and flora."	"Distances inferred with analogy to other layers from: Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Transport data from: Prichystal, A., Skrdla, P., and Svoboda, J.A., 2003. Lithic Raw Materials Used by Humans at Stránská skála. In: Svoboda, J.A., and Bar-Yosef, O., eds. Stránská skála. Origins of the Upper Palaeolithic in the Brno Basin, Moravia, Czech Republic. American School of Prehistoric Research Bulletin 47. Dolní Vestonice Studies, Volume 10. Cambridge, Massachusetts: Peabody Museum of Archaeology and Ethnology, Harvard University, 59-64."	Bohunician	Bohunician	Bohunician	Transitional	1863	21.33119076	5.33279769	100	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121.4	Stránská Skála	IIIc	Open air	16.6333	49.2	Czech Republic		Moravia						"Hengelo or ""Bohunice interstadial"""	3a	Late Weichselian				"Use-wear analysis has been conducted, however the study does not show the results per layer, and thus it is useless.; Fauna not analysed for this layer, however, Musil suggests (in Svoboda and Bar-Yosef, eds) that Bohunician artefacts are in a warm, open context based on fauna and flora."	"Distances inferred with analogy to other layers from: Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Transport data from: Prichystal, A., Skrdla, P., and Svoboda, J.A., 2003. Lithic Raw Materials Used by Humans at Stránská skála. In: Svoboda, J.A., and Bar-Yosef, O., eds. Stránská skála. Origins of the Upper Palaeolithic in the Brno Basin, Moravia, Czech Republic. American School of Prehistoric Research Bulletin 47. Dolní Vestonice Studies, Volume 10. Cambridge, Massachusetts: Peabody Museum of Archaeology and Ethnology, Harvard University, 59-64."	Bohunician	Bohunician	Bohunician	Transitional	2398	15.8886523	3.972163074	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121.5.	Stránská Skála	IIId	Open air	16.6333	49.2	Czech Republic		Moravia						"Hengelo or ""Bohunice interstadial"""	3a	Late Weichselian				"Use-wear analysis has been conducted, however the study does not show the results per layer, and thus it is useless.; Fauna not analysed for this layer, however, Musil suggests (in Svoboda and Bar-Yosef, eds) that Bohunician artefacts are in a warm, open context based on fauna and flora."	"Distances inferred with analogy to other layers from: Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Transport data from: Prichystal, A., Skrdla, P., and Svoboda, J.A., 2003. Lithic Raw Materials Used by Humans at Stránská skála. In: Svoboda, J.A., and Bar-Yosef, O., eds. Stránská skála. Origins of the Upper Palaeolithic in the Brno Basin, Moravia, Czech Republic. American School of Prehistoric Research Bulletin 47. Dolní Vestonice Studies, Volume 10. Cambridge, Massachusetts: Peabody Museum of Archaeology and Ethnology, Harvard University, 59-64."	Bohunician	Bohunician	Bohunician	Transitional	263	16.76462281	4.191155703	100	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122.1	La Baume de Gigny	VIII	Cave	5.474105	46.468801	France	Sous la Roche	Franche-Comté						Hengelo - Les Cottés interstadial	3a	Late Weichselian		8.5		"Available dates (LY 566: 29,500 +/- 1400 BP; LY 789: 28,500 +/- 1400 BP) are from the 1970s and thus too old to be reliable. Avifauna and microfauna are MNI counts. Total number of bone specimens is 1095, however it is not known how many are unidentified due to MNI counts."	"Lithics: Vuillemey, M., 1989. Les industries acheuléennes et moustériennes. In: Campy, M., Chaline, J., and Vuillemey, M., eds. La Baume de Gigny (Jura). Paris: Editions CNRS, 141-242.; Distances: Lopinet, P., and Fabre, M., 2007. Les artisans moustériens de la Baume de Gigny (Jura, F). La fin du Moustérien dans l’Est de la France: un premier état des recherches. In: Bélet-Gonda, C., Mazimann, J.-P., Richard, A., and Schifferdecker, F., eds. Premières Journées Archéologiques Frontalières de l’Arc Jurassien. Actes Delle (F) - Boncourt (CH) 21-22 octobre 2005. Annales Littéraires de l’Université de Franche-Comté 816. Cahier d’archéologie jurassienne 20. Delle and Boncourt: Presse Universitaire de Franche-Comté,  147-153.; Fauna: Fabre, M., 2010. Environnement et subsistance au Pléistocene supérieur dans l’est de la France et au Luxembourg : étude ostéologique des gisements de la Baume de Gigny (Jura), Vergisson II (Saône-et-Loire) et Oetrange (Luxembourg). PhD thesis: L'Universite Aix-Marseille I."	"Ferrassie Mousterian, with discoid debitage"	Ferrassie	Discoid	Ante-Quina	281	12.0809175	6.040458751	5	3	15	5	1	9	122	3	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1
122.8	La Baume de Gigny	XV	Cave	5.474105	46.468801	France	Sous la Roche	Franche-Comté							3	Late Weichselian	"Slightly colder than XVI, but open and humid."	8.5		"A radiometric date of 32,300 BP (LY 971) was achieved in 1974. Avifauna and microfauna are MNI counts."	"Lithics: Vuillemey, M., 1989. Les industries acheuléennes et moustériennes. In: Campy, M., Chaline, J., and Vuillemey, M., eds. La Baume de Gigny (Jura). Paris: Editions CNRS, 141-242.; Distances: Lopinet, P., and Fabre, M., 2007. Les artisans moustériens de la Baume de Gigny (Jura, F). La fin du Moustérien dans l’Est de la France: un premier état des recherches. In: Bélet-Gonda, C., Mazimann, J.-P., Richard, A., and Schifferdecker, F., eds. Premières Journées Archéologiques Frontalières de l’Arc Jurassien. Actes Delle (F) - Boncourt (CH) 21-22 octobre 2005. Annales Littéraires de l’Université de Franche-Comté 816. Cahier d’archéologie jurassienne 20. Delle and Boncourt: Presse Universitaire de Franche-Comté,  147-153.; Fauna: Fabre, M., 2010. Environnement et subsistance au Pléistocene supérieur dans l’est de la France et au Luxembourg : étude ostéologique des gisements de la Baume de Gigny (Jura), Vergisson II (Saône-et-Loire) et Oetrange (Luxembourg). PhD thesis: L'Universite Aix-Marseille I."	Typical Mousterian	Typical	Levallois	Ante-Quina	655	13.72552458	6.86276229	5	5	18	7	2	9	112	6	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
122.9	La Baume de Gigny	XVI	Cave	5.474105	46.468801	France	Sous la Roche	Franche-Comté							4	Early Weichselian	Cold	8.5		Avifauna and microfauna are MNI counts.	"Lithics: Vuillemey, M., 1989. Les industries acheuléennes et moustériennes. In: Campy, M., Chaline, J., and Vuillemey, M., eds. La Baume de Gigny (Jura). Paris: Editions CNRS, 141-242.; Distances: Lopinet, P., and Fabre, M., 2007. Les artisans moustériens de la Baume de Gigny (Jura, F). La fin du Moustérien dans l’Est de la France: un premier état des recherches. In: Bélet-Gonda, C., Mazimann, J.-P., Richard, A., and Schifferdecker, F., eds. Premières Journées Archéologiques Frontalières de l’Arc Jurassien. Actes Delle (F) - Boncourt (CH) 21-22 octobre 2005. Annales Littéraires de l’Université de Franche-Comté 816. Cahier d’archéologie jurassienne 20. Delle and Boncourt: Presse Universitaire de Franche-Comté,  147-153.; Fauna: Fabre, M., 2010. Environnement et subsistance au Pléistocene supérieur dans l’est de la France et au Luxembourg : étude ostéologique des gisements de la Baume de Gigny (Jura), Vergisson II (Saône-et-Loire) et Oetrange (Luxembourg). PhD thesis: L'Universite Aix-Marseille I."	Denticulate Discoid Mousterian	Denticulate	Discoid	Discoid-denticulate	384	12.52283768	6.261418839	5	4	27	8	4	15	132	23	5457	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0
122.11	La Baume de Gigny	XIX	Cave	5.474105	46.468801	France	Sous la Roche	Franche-Comté							05-Apr	Early Weichselian		8.5		Avifauna and microfauna are MNI counts.	"Lithics: Vuillemey, M., 1989. Les industries acheuléennes et moustériennes. In: Campy, M., Chaline, J., and Vuillemey, M., eds. La Baume de Gigny (Jura). Paris: Editions CNRS, 141-242.; Distances: Lopinet, P., and Fabre, M., 2007. Les artisans moustériens de la Baume de Gigny (Jura, F). La fin du Moustérien dans l’Est de la France: un premier état des recherches. In: Bélet-Gonda, C., Mazimann, J.-P., Richard, A., and Schifferdecker, F., eds. Premières Journées Archéologiques Frontalières de l’Arc Jurassien. Actes Delle (F) - Boncourt (CH) 21-22 octobre 2005. Annales Littéraires de l’Université de Franche-Comté 816. Cahier d’archéologie jurassienne 20. Delle and Boncourt: Presse Universitaire de Franche-Comté,  147-153.; Fauna: Fabre, M., 2010. Environnement et subsistance au Pléistocene supérieur dans l’est de la France et au Luxembourg : étude ostéologique des gisements de la Baume de Gigny (Jura), Vergisson II (Saône-et-Loire) et Oetrange (Luxembourg). PhD thesis: L'Universite Aix-Marseille I."	Typical Mousterian	Typical	Levallois	Ante-Quina	745	13.77874283	6.889371417	5	5	21	8	3	10	644	131	1991	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
122.12	La Baume de Gigny	XX	Cave	5.474105	46.468801	France	Sous la Roche	Franche-Comté							5a	Early Weichselian	"Temperate and humid, but cooler than XXIa"	8.5		Avifauna and microfauna are MNI counts.	"Lithics: Vuillemey, M., 1989. Les industries acheuléennes et moustériennes. In: Campy, M., Chaline, J., and Vuillemey, M., eds. La Baume de Gigny (Jura). Paris: Editions CNRS, 141-242.; Distances: Lopinet, P., and Fabre, M., 2007. Les artisans moustériens de la Baume de Gigny (Jura, F). La fin du Moustérien dans l’Est de la France: un premier état des recherches. In: Bélet-Gonda, C., Mazimann, J.-P., Richard, A., and Schifferdecker, F., eds. Premières Journées Archéologiques Frontalières de l’Arc Jurassien. Actes Delle (F) - Boncourt (CH) 21-22 octobre 2005. Annales Littéraires de l’Université de Franche-Comté 816. Cahier d’archéologie jurassienne 20. Delle and Boncourt: Presse Universitaire de Franche-Comté,  147-153.; Fauna: Fabre, M., 2010. Environnement et subsistance au Pléistocene supérieur dans l’est de la France et au Luxembourg : étude ostéologique des gisements de la Baume de Gigny (Jura), Vergisson II (Saône-et-Loire) et Oetrange (Luxembourg). PhD thesis: L'Universite Aix-Marseille I."	Mousterian rich in scrapers	?	?	Other/mixed	277	11.85821585	5.929107925	5	4	11	3	2	6	409	5	437	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
122.13	La Baume de Gigny	XXIa	Cave	5.474105	46.468801	France	Sous la Roche	Franche-Comté	145	163	130	U-Th			6/5e	Saalian	Temperate and humid	5	145 +66/-45 ka BP (EPR)	Microfauna are MNI counts.	"Lithics: Vuillemey, M., 1989. Les industries acheuléennes et moustériennes. In: Campy, M., Chaline, J., and Vuillemey, M., eds. La Baume de Gigny (Jura). Paris: Editions CNRS, 141-242.; Distances: Lopinet, P., and Fabre, M., 2007. Les artisans moustériens de la Baume de Gigny (Jura, F). La fin du Moustérien dans l’Est de la France: un premier état des recherches. In: Bélet-Gonda, C., Mazimann, J.-P., Richard, A., and Schifferdecker, F., eds. Premières Journées Archéologiques Frontalières de l’Arc Jurassien. Actes Delle (F) - Boncourt (CH) 21-22 octobre 2005. Annales Littéraires de l’Université de Franche-Comté 816. Cahier d’archéologie jurassienne 20. Delle and Boncourt: Presse Universitaire de Franche-Comté,  147-153.; Fauna: Fabre, M., 2010. Environnement et subsistance au Pléistocene supérieur dans l’est de la France et au Luxembourg : étude ostéologique des gisements de la Baume de Gigny (Jura), Vergisson II (Saône-et-Loire) et Oetrange (Luxembourg). PhD thesis: L'Universite Aix-Marseille I."	Final Acheulean of Micoquian type with Levallois	Micoquian	Levallois	Micoquian	30	7.726653665	3.863326832	5	2	10	2	1	7	73	1	91	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
123.1	"Lísen I, II & VI"		Open air	16.69689	49.20547	Czech Republic		Moravia						Hengelo	3a	Late Weichselian					"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège."	Bohunician	Bohunician	Bohunician	Transitional	27653	49.19602025	8.199336709	100	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126.1	Vedrovice V		Open air	16.36507	49.01826	Czech Republic		Moravia	39.5	40.6	38.4	Radiocarbon	GrN-12375	Middle Würmian	3a	Late Weichselian			"37,650 +/-650: GrN-12374; 37,600 +/- 800: GrN-15514; 35,150 +/- 650: GrN-15513; >39,500: GrN-19105; 47,250 +3700/-2500: GrN-19106; contaminated 30,170 +/-300: GrN-17261"	"29 artefacts analysed for usewear, 16 showing traces. One piece interpreted as hide working, two as scraping undefined soft or medium hardness material (possibly hide working). 2 pieces have longitudinal traces of contact with an unspecified material of soft or medium hardness. 2 pieces also show boring/ piercing of medium hardness. Two further pieces showed undeveloped traces of undefined materials, while 7 objects display a limited degree of polish at the tips of the artefacts, probably originating from dynamic activities, but not excluding post-depositional processes. May not be the most reliable raw material distribution."	"Féblot-Augustins, J., 1997. La Circulation des Matières Premières au Paléolithique. Synthèse des Données Perspectives Comportementales. Tome 1 & 2. Études et Recherches Archéologiques de l'Université de Liège, no 75. Liège: Université de Liège.; Oliva, M., 2005. Palaeolithic and Mesolithic Moravia. Brno: Moravské zemské muzeum.; Valoch, K., 1993. Vedrovice V, eine Siedlung des Szeletien in Südmähren. Quartär, 43/44, 7-93.; Dates: Oliva, M., 1991. The Szeletian in Czechoslovakia. Antiquity, 65(247), 318-325.; Valoch, K., 1996. Das Mittelwürm in den Lössen Südmährens und seine paläolithischen Kulturen. Eiszeitalter und Gegenwart, 46(1), 54-64.; Use-wear: Neruda, P., 2009. Archeologie stredopalelitického souvrství 1-3 v Moravském Krumlové IV. In: Neruda, P., and Nerudová, Z., eds. Moravský Krumlov IV - vícevrstevná lokalita ze st?edního a po?átku mladého paleolitu na Morav? (Moravský Krumlov IV - A Multilayer Middle and Early Upper Palaeolithic site in Moravia). ANTHROPOS Studies in Anthropology, Palaeoethnology, Palaeontology and Quaternary Geology, Vol. 29, /N.S. 21. P. 99-144."	Szeletian middle	Szeletian	Szeletian	Transitional	17064	25.43622467	8.478741558	120	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
